problem_id,type_group_id,type_bounds,n_testcases,is_duplicate,specification_no,extract_no,additional_notes,Subjective Score (1-10),Use?,type_group_id_int
p03586,group67_2,"### Problem Statement: Process the Queries

**Description**

You are given two integers \(A_i\) and \(M_i\). Determine whether there exists a positive integer \(K_i\) not exceeding \(2 \times 10^{18}\) such that \(A_i^{K_i} \equiv K_i \ (\text{mod} \ M_i)\), and find one if it exists.

**Input**

1. An integer \(Q\) (1 ≤ \(Q\) ≤ 100), representing the number of queries.
2. For each query, two integers \(A_i\) and \(M_i\) where:
   - \(A_i\) (0 ≤ \(A_i\) ≤ 10^9)
   - \(M_i\) (1 ≤ \(M_i\) ≤ 10^9)

**Output**

For each query, print -1 if there is no integer \(K_i\) that satisfies the condition. Otherwise, print an integer \(K_i\) not exceeding \(2 \times 10^{18}\) such that \(A_i^{K_i} \equiv K_i \ (\text{mod} \ M_i)\). If there are multiple solutions, any of them will be accepted.

**Examples**

_Input 1_
```
4
2 4
3 8
9 6
10 7
```

_Output 1_
```
4
11
9
2
```

_Input 2_
```
3
177 168
2028 88772
123456789 987654321
```

_Output 2_
```
7953
234831584
471523108231963269
```

**Explanation**

In the first example, the condition is satisfied:
- \(2^4 = 16 \equiv 4 \ (\text{mod} \ 4)\)
- \(3^{11} = 177147 \equiv 11 \ (\text{mod} \ 8)\)
- \(9^9 = 387420489 \equiv 9 \ (\text{mod} \ 6)\)
- \(10^2 = 100 \equiv 2 \ (\text{mod} \ 7)\)

In the second example:
- For the first query, \(A_1 = 177\) and \(M_1 = 168\), \(K_1 = 7953\) satisfies \(177^{7953} \equiv 7953 \ (\text{mod} \ 168)\).
- For the second query, \(A_2 = 2028\) and \(M_2 = 88772\), \(K_2 = 234831584\) satisfies \(2028^{234831584} \equiv 234831584 \ (\text{mod} \ 88772)\).
- For the third query, \(A_3 = 123456789\) and \(M_3 = 987654321\), \(K_3 = 471523108231963269\) satisfies \(123456789^{471523108231963269} \equiv 471523108231963269 \ (\text{mod} \ 987654321)\).

**Note**

This problem tests the ability to work with modular arithmetic and exponentiation under constraints suitable for intermediate-level competitive programmers.

### Type Bounds:
Types: Q: int, A: List[int], M: List[int]
Ranges: 1 ≤ Q ≤ 100, 0 ≤ A_i ≤ 10^9 (1 ≤ i ≤ Q), 1 ≤ M_i ≤ 10^9 (1 ≤ i ≤ Q)
Addtl Info: None",103,False,,,,,False,67.0
p01351,group67_0,"Types: m: int, n: int, a: int, b: int, c: int, d: int
Ranges: 1 ≤ m, n, a, b, c, d ≤ 100,000
Addtl Info: None",102,False,,,,,False,67.0
p03391,group68_2,"Types: N: int, A: List[int], B: List[int]
Ranges: 1 ≤ N ≤ 2 × 10^5, 0 ≤ A[i] ≤ 10^9, 0 ≤ B[i] ≤ 10^9
Addtl Info: The sums of the elements in A and B are equal.",104,False,,,,,False,68.0
p01199,group68_0,"Types: N: int, M: int, L: int, Ai: int, Bi: int, Di: int, P: List[int], K: List[int]

Ranges: 
1 ≤ N ≤ 100, 
M ≥ 0, 
1 ≤ L ≤ 10000, 
1 ≤ Ai < Bi ≤ N, 
1 ≤ Di ≤ 10000, 
0 ≤ Pi ≤ 10^6, 
0 ≤ Ki ≤ 10^6

Addtl Info: Input is terminated by EOF. All integers in each line are separated by a whitespace.",102,False,,,,,False,68.0
p03392,group69_2,"Types: S: str  
Ranges: 2 ≤ |S| ≤ 2 × 10^5, S consists of {'a', 'b', 'c'}  
Addtl Info: None",105,False,,,,,False,69.0
p00864,group69_0,"Types: n: int, w: int, v: List[int]
Ranges: 1 ≤ n ≤ 100, 10 ≤ w ≤ 50, 0 ≤ v_i ≤ 100 for 1 ≤ i ≤ n
Addtl Info: Input ends with a line containing two zeros",102,False,,,,,False,69.0
p03577,group70_2,"Types: S: str
Ranges: 9 ≤ |S| ≤ 50
Addtl Info: S consists of uppercase English letters and ends with ""FESTIVAL""",104,False,,,,,False,70.0
p00374,group70_0,"Types: N: int, M: int, X: int, Y: int, a: List[int], b: List[int]
Ranges: 6 ≤ N ≤ 6000, 0 ≤ M ≤ N, 0 ≤ X ≤ 6, 0 ≤ Y ≤ 12, 1 ≤ a[i] ≤ 6000, 1 ≤ b[i] ≤ 3000
Addtl Info: 2X + Y = 12, X + Y ≤ N, X ≤ M, 1 ≤ a[i] - b[i] ≤ 3000",102,False,,,,,False,70.0
p02918,group71_0,"Types: N: int, K: int, S: str
Ranges: 1 ≤ N ≤ 10^5, 1 ≤ K ≤ 10^5, |S| = N
Addtl Info: Each character of S is 'L' or 'R'",105,False,,,,,False,71.0
p03992,group71_2,"Types: s: str
Ranges: len(s) = 12
Addtl Info: s contains only uppercase English letters",104,False,,,,,False,71.0
p04011,group72_2,"Types: N: int, K: int, X: int, Y: int
Ranges: 1 ≤ N, K ≤ 10000, 1 ≤ Y < X ≤ 10000
Addtl Info: None",103,False,,,,,False,72.0
p03952,group73_2,"Types: N: int, x: int

Ranges: 2 ≤ N ≤ 10^5, 1 ≤ x ≤ 2N-1

Addtl Info: None",103,False,,,,,False,73.0
p04049,group74_2,"Types: N: int, K: int, A: List[int], B: List[int]
Ranges: 2 ≤ N ≤ 2000, 1 ≤ K ≤ N-1, 1 ≤ A[i] ≤ N, 1 ≤ B[i] ≤ N
Addtl Info: The graph defined by A and B is a tree.",103,False,,,,,False,74.0
p03662,group75_2,"Types: 
- N: int
- a: List[int]
- b: List[int]

Ranges: 
- 2 ≤ N ≤ 10^5
- 1 ≤ a_i, b_i ≤ N

Addtl Info: 
- The graph formed by the cells and the roads is a tree.",103,False,,,,,False,75.0
p00642,group75_0,"Types: n: int
Ranges: 1 ≤ n ≤ 100,000
Addtl Info: Input terminates with a dataset where n = 0",102,False,,,,,False,75.0
p03159,group76_0,"Types: N: int, A: List[int], U: List[int], V: List[int]
Ranges: 1 ≤ N ≤ 5000, 1 ≤ |A_i| ≤ 10^9 (1 ≤ i ≤ N), 1 ≤ U_i, V_i ≤ N (1 ≤ i ≤ N - 1)
Addtl Info: U_i ≠ V_i (1 ≤ i ≤ N - 1), Any two different devices are connected through some number of cables.",106,False,,,,,False,76.0
p03212,group76_2,"Types: N: int  
Ranges: 1 ≤ N < 10^9  
Addtl Info: None",104,False,,,,,False,76.0
p00312,group77_2,"Types: D: int, L: int  
Ranges: 1 ≤ D ≤ 10000, 2 ≤ L ≤ 10000  
Addtl Info: None",103,False,,,,,False,77.0
p02708,group78_2,"Types: N: int, K: int

Ranges: 1 ≤ N ≤ 2×10^5, 1 ≤ K ≤ N+1

Addtl Info: None",104,False,,,,,False,78.0
p00318,group79_2,"Types: N: int, xi: List[int], ri: List[int], Output: float
Ranges: 1 ≤ N ≤ 100000, 0 ≤ xi ≤ 1,000,000, 1 ≤ ri ≤ 1,000,000
Addtl Info: Output error should not exceed plus or minus 0.001 meters",104,False,,,,,False,79.0
p01115,group80_2,"Types: n: int, s: str
Ranges: 1 ≤ n ≤ 10^9, 1 ≤ len(s) ≤ 2×10^6
Addtl Info: The sum of the lengths of s in all datasets does not exceed 5×10^6, nesting depth of parentheses ≤ 1000, end of input is indicated by a line containing a single zero",102,False,,,,,False,80.0
p01147,group81_2,"Types: N: int, words: List[str]
Ranges: 1 ≤ N ≤ 10, 1 ≤ len(words[i]) ≤ 10
Addtl Info: words[i] contains only lowercase letters of the alphabet",102,False,,,,,False,81.0
p03005,group82_2,"Types: N: int, K: int
Ranges: 1 ≤ K ≤ N ≤ 100
Addtl Info: None",104,False,,,,,False,82.0
p02910,NA,"Types: S: str
Ranges: 1 ≤ len(S) ≤ 100, S[i] in {'L', 'R', 'U', 'D'}
Addtl Info: None",106,False,,,,,False,
p02979,NA,"Types: N: int, K: int, M: int
Ranges: 1 ≤ K ≤ N ≤ 150, 10^8 ≤ M ≤ 10^9
Addtl Info: None",106,False,,,,,False,
p02626,NA,"Types: N: int, A: List[int]
Ranges: 2 ≤ N ≤ 300, 1 ≤ A[i] ≤ 10^12
Addtl Info: None",106,False,,,,,False,
p02673,NA,"Types: N: int, A: List[int], B: List[int]
Ranges: 2 ≤ N ≤ 200,000, 0 ≤ A[p] ≤ 10^12 for any p = 1, ..., N, 0 ≤ B[p] ≤ 100 for any p = 1, ..., N
Addtl Info: None",105,False,,,,,False,
p01055,NA,"### Problem Statement: Bomb Removal

**Description**

There are \(N\) fuse cords and bombs, each with one bomb, on a grid of height \(H\) and width \(W\). Each fuse cord and bomb are placed on a path consisting of \(L_i\) squares, with the \(j\)-th square of the path \((p_{x_{ij}}, p_{y_{ij}})\). Each bomb is located at the last square \((p_{x_{iL_i}}, p_{y_{iL_i}})\).

**Input**

1. An integer \(H\) (1 ≤ \(H\) ≤ 1000), representing the height of the grid.
2. An integer \(W\) (1 ≤ \(W\) ≤ 1000), representing the width of the grid.
3. An integer \(N\) (1 ≤ \(N\) ≤ 100), representing the number of fuse cords and bombs.
4. For each fuse cord, an integer \(L_i\) (1 ≤ \(L_i\) ≤ 100), representing the length of the fuse cord's path.
5. For each fuse cord, a list of \(L_i\) pairs of integers \((p_{x_{ij}}, p_{y_{ij}})\) (1 ≤ \(p_{x_{ij}} ≤ H\), 1 ≤ \(p_{y_{ij}} ≤ W\)), representing the coordinates of the squares on the path.

**Output**

For each bomb, print the coordinates \((p_{x_{iL_i}}, p_{y_{iL_i}})\) where the bomb is located.

**Examples**

_Input_
```
5
5
3
4
1 1
2 1
3 1
4 1
2
2 2
2 3
1
5 5
```

_Output_
```
4 1
2 3
5 5
```

**Explanation**

In the first example, there is a grid of size 5x5 with 3 fuse cords and bombs. The first fuse cord has a path length of 4 with coordinates (1,1), (2,1), (3,1), and (4,1). The bomb is located at (4,1). Similarly, the second fuse cord has a path length of 2 with coordinates (2,2) and (2,3), placing the bomb at (2,3). The third fuse cord has a path length of 1 with coordinates (5,5), placing the bomb at (5,5).

**Note**

This problem tests the ability to parse and utilize multidimensional coordinate data.

Types: H: int, W: int, N: int, L: List[int], path: List[List[Tuple[int, int]]]
Ranges: 1 ≤ H ≤ 1000, 1 ≤ W ≤ 1000, 1 ≤ N ≤ 100, 1 ≤ L[i] ≤ 100, 1 ≤ p_{x_{ij}} ≤ H, 1 ≤ p_{y_{ij}} ≤ W
Addtl Info: None",105,False,,,,,False,
p03370,NA,"Types: N: int, X: int, m: List[int]  
Ranges: 2 ≤ N ≤ 100, 1 ≤ m_i ≤ 1000, m_1 + m_2 + ... + m_N ≤ X ≤ 10^5  
Addtl Info: None",104,False,,,,,False,
p02981,NA,"Types: N: int, A: int, B: int
Ranges: 1 ≤ N ≤ 20, 1 ≤ A ≤ 50, 1 ≤ B ≤ 50
Addtl Info: None",104,False,,,,,False,
p03244,NA,"Types: n: int, v: List[int]

Ranges: 2 ≤ n ≤ 10^5, 1 ≤ v[i] ≤ 10^5

Addtl Info: n is even",104,False,,,,,False,
p03012,NA,"Types: N: int, W: List[int]
Ranges: 2 ≤ N ≤ 100, 1 ≤ W[i] ≤ 100
Addtl Info: None",104,False,,,,,False,
p03722,NA,"Types: N: int, M: int, a: List[int], b: List[int], c: List[int]
Ranges: 2 ≤ N ≤ 1000, 1 ≤ M ≤ min(N(N-1), 2000), 1 ≤ a[i], b[i] ≤ N (1 ≤ i ≤ M), -10^9 ≤ c[i] ≤ 10^9 (1 ≤ i ≤ M)
Addtl Info: a_i≠b_i (1≤i≤M), a_i≠a_j or b_i≠b_j (1≤i<j≤M), a_i, b_i, c_i are integers, there exists a path from vertex 1 to vertex N",104,False,,,,,False,
p01611,NA,"Types: N: int, A: int, K: int, SA: List[int]
Ranges: 1 ≤ N ≤ 10^5, 1 ≤ A ≤ 26, 1 ≤ K ≤ 10^{18}, 1 ≤ SA[i] ≤ N, i ≠ j implies SA_i ≠ SA_j
Addtl Info: None",103,False,,,,,False,
p00764,NA,"Types: n: int, xi: int, yi: int, ri: int
Ranges: 3 ≤ n ≤ 100, 0 ≤ xi ≤ 1000, 0 ≤ yi ≤ 1000, 1 ≤ ri ≤ 25
Addtl Info: End of input indicated by a line containing a zero",102,False,,,,,False,
p01939,NA,"Types: n: int, m: int
Ranges: 1 ≤ n ≤ 10^15, 0 ≤ m ≤ 10^15
Addtl Info: Output result modulo 10^9 + 7",102,False,,,,,False,
p01106,NA,"Types: n: int, i: int, j: int  
Ranges: 1 ≤ n ≤ 60, 1 ≤ i ≤ 2^n, 1 ≤ j ≤ 2^n  
Addtl Info: None",102,False,,,,,False,
p00606,NA,"Types: n: int, s: str, t: str, b: str

Ranges: 0 ≤ n ≤ 15, s in {'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I'}, t in {'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I'}, b in {'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I'}

Addtl Info: n = 0 indicates the end of input, s, t, b are distinct, at most 100 datasets",102,False,,,,,False,
p01976,NA,"Types: N: int, a: List[int]
Ranges: 1 ≤ N ≤ 10^5, 1 ≤ a[i] ≤ 10^9
Addtl Info: None",102,False,,,,,False,
p01258,NA,"Types: N: int
Ranges: 2 ≤ N ≤ 1000, N is even
Addtl Info: Multiple datasets, terminated by a single zero which is not part of the input",102,False,,,,,False,
p00625,NA,"Types: N: int, M: int, Dix: float, Diy: float, Vi: float, FPix: float, FPin: float, FVix: float, FViy: float
Ranges: 1 ≤ N ≤ 10, 1 ≤ M ≤ 1000, -1000 ≤ Dix, Diy, FPix, FPin ≤ 1000, 1 ≤ Vi ≤ 100, -25 ≤ FVix, FViy ≤ 25
Addtl Info: N = 0 and M = 0 indicates the end of input, absolute values of x and y coordinates of dogs do not exceed 1e+8 during simulation, no Frisbee is unattainable by any dog, no dog can acquire a Frisbee before t + 1e-6 seconds after it is acquired by another dog.",102,False,,,,,False,
p01237,NA,"Types: N: int, M: int, L: int, grid: List[List[int]]
Ranges: 1 ≤ N ≤ 6, 2 ≤ M ≤ 10^9, 1 ≤ L ≤ 10^9, 0 ≤ grid[i][j] < M
Addtl Info: grid consists of 2N - 1 rows, where the ith row contains N + abs(i - (N - 1)) colonies",102,False,,,,,False,
p02188,NA,"Types: N: int, A: List[int], u: List[int], v: List[int]
Ranges: 1 ≤ N ≤ 3 × 10^5, 0 ≤ A[i] ≤ 10^9, 1 ≤ u_i < v_i ≤ N
Addtl Info: The graph given is guaranteed to be a tree.",102,False,,,,,False,
p01252,NA,"Types: N: int, x11: int, y11: int, x12: int, y12: int, x21: int, y21: int, x22: int, y22: int, ..., xN1: int, yN1: int, xN2: int, yN2: int, Ax: int, Ay: int, Bx: int, By: int
Ranges: 0 < N ≤ 30, -10000 ≤ xi1, yi1, xi2, yi2, Ax, Ay, Bx, By ≤ 10000
Addtl Info: Input ends with a single line containing a zero. No buildings touch or overlap other buildings.",102,False,,,,,False,
p01877,NA,"Types: 
- N: int 
- S: List[int] 
- Q: int 
- queries: List[Tuple[int, int, int]]

Ranges: 
- 2 ≤ N ≤ 500,000
- N is even
- -100,000,000 ≤ S[j] ≤ 100,000,000 for 1 ≤ j ≤ N
- 1 ≤ Q ≤ 100,000
- 1 ≤ l ≤ r ≤ N
- -1,000 ≤ x ≤ 1,000

Addtl Info: None",102,False,,,,,False,
p00815,NA,"Types: n: int, records: List[List[int]]
Ranges: 1 ≤ n < 100, each record is a list of integers terminated by 0, each integer in the record is either a positive integer (number of doors in a room ≤ 40) or a negative integer (distance difference), each record has total length < 1000 characters.
Addtl Info: The number of rooms in each Ninja House is less than 100.",102,False,,,,,False,
p01531,NA,"Types: input_str: str
Ranges: 2 ≤ len(input_str) ≤ 1000, input_str consists of characters '0'-'9' and 'T', 'L', 'U', 'R', 'D'
Addtl Info: None",102,False,,,,,False,
p02061,NA,"Types: Q: int, N: List[int]
Ranges: 1 ≤ Q ≤ 10^5, 2 ≤ N[i] ≤ 10^5
Addtl Info: None",102,False,,,,,False,
p00152,NA,"Types: m: int, id: int, s: List[int]
Ranges: 3 ≤ m ≤ 40, 0 ≤ id ≤ 9999, 0 ≤ s[j] ≤ 10
Addtl Info: 12 ≤ len(s) ≤ 21",102,False,,,,,False,
p01870,NA,"Types: N: int, p: List[int], w: List[int]
Ranges: 2 ≤ N ≤ 100000, 0 ≤ p[i] ≤ N-1, 1 ≤ w[i] ≤ 1000
Addtl Info: All islands can be reached from any other island",102,False,,,,,False,
p00639,NA,"Types: D: float, px: float, py: float, vx: float, vy: float
Ranges: 0 < D ≤ 50, 0.0001 ≤ |V| ≤ 0.9999, 0.0001 ≤ |P| ≤ 0.9999
Addtl Info: terminates when D = 0",102,False,,,,,False,
p00608,NA,"Types: H: int, W: int, Grid: List[str], n: int, Characters: List[str]

Ranges: 
1 ≤ H ≤ 10,
1 ≤ W ≤ 10,
H * W characters in Grid,
1 ≤ n ≤ 10,
0 ≤ Characters[i] ≤ 9 or Characters[i] in {'+', '-', '*', '/', '='}

Addtl Info: Judge data includes at most 100 data sets, input ends with a line containing ""0 0""",82,False,,,,,False,
p03315,NA,"Types: S: str
Ranges: len(S) = 4, S[i] in {'+', '-'}
Addtl Info: None",43,False,,,,,False,
p01048,NA,"Type Bounds:

Types: N: int
Ranges: 1 ≤ N ≤ 12
Addtl Info: None",28,False,,,,,False,
