problem_id,type_group_id,type_bounds,Len,type_bounds_score,n_testcases,specification_no,extract_no,Use?,Assignee,additional_notes,Subjective Score (1-10),type_group_id_int,,
p01097,p01097_4,"Types: n: int, k: int, s: int, coordinates: List[Tuple[int, int, int]]
Ranges: 1 ≤ k ≤ n ≤ 2000, 3 ≤ s ≤ 100, -4×10^7 ≤ xi, yi, zi ≤ 4×10^7
Addtl Info: The number of datasets is at most 100.",190,4,102,1,1,TRUE,Alex,,,1097,,
p00815,p00815_4,"Types: n: int, records: List[List[int]]
Ranges: 1 ≤ n < 100, each record is a list of integers terminated by 0, each integer in the record is either a positive integer (number of doors in a room ≤ 40) or a negative integer (distance difference), each record has total length < 1000 characters.
Addtl Info: The number of rooms in each Ninja House is less than 100.",363,3,102,NA,NA,FALSE,Alex,"not worth reading, too complicated",,815,,
p00128,p00128_4,"Types: test_cases: List[int]
Ranges: 1 ≤ len(test_cases) ≤ 1024, 0 ≤ test_cases[i] ≤ 99999
Addtl Info: None",107,3,32,1,1,TRUE,Alex,,,128,,
p01707,p01707_4,"Types: N: int, D: int, X: int  
Ranges: 1 ≤ N ≤ 2,000, 1 ≤ D ≤ 10^12, 1 ≤ X ≤ 2,000  
Addtl Info: Input consists of multiple datasets, no more than 100 datasets, end of input denoted by a line containing three zeros, output is the number of ways modulo 1,000,000,007",266,3,102,1,1,TRUE,Alex,,,1707,,
p03203,p03203_4,"Types: H: int, W: int, N: int, X: List[int], Y: List[int]

Ranges: 
1 ≤ H ≤ 2×10^5 
1 ≤ W ≤ 2×10^5 
0 ≤ N ≤ 2×10^5 
1 ≤ X[i] ≤ H 
1 ≤ Y[i] ≤ W 

Addtl Info: 
If i ≠ j, (X[i], Y[i]) ≠ (X[j], Y[j]) 
(X[i], Y[i]) ≠ (1, 1) 
X[i] and Y[i] are integers.",247,3,104,1,1,TRUE,Alex,,,3203,,
p01226,p01226_4,"Types: T: int, H: int, W: int, initial_map: List[List[str]], input_sequence: str  
Ranges: 1 ≤ T ≤ 100, 1 ≤ H, W ≤ 100, initial_map[i][j] in {'.', '*', '#', '-', '^', 'v', '<', '>'}, input_sequence in {'U', 'D', 'L', 'R', 'S'}  
Addtl Info: None",245,3,102,,,FALSE,Alex,description seems cut off,,1226,,
p02005,p02005_4,"Types: N: int, C: List[Tuple[str, int]], M: int, O: List[str]
Ranges: 1 ≤ N ≤ 10^5, 1 ≤ len(C[i][0]) ≤ 20, 1 ≤ C[i][1] ≤ 10^5, 1 ≤ M ≤ 10^5, 1 ≤ len(O[i]) ≤ 20
Addtl Info: C[i][0] and O[i] are strings consisting of lowercase alphabets only.",240,3,106,1,1,TRUE,Alex,,,2005,,
p00374,p00374_4,"Types: N: int, M: int, X: int, Y: int, a: List[int], b: List[int]
Ranges: 6 ≤ N ≤ 6000, 0 ≤ M ≤ N, 0 ≤ X ≤ 6, 0 ≤ Y ≤ 12, 1 ≤ a[i] ≤ 6000, 1 ≤ b[i] ≤ 3000
Addtl Info: 2X + Y = 12, X + Y ≤ N, X ≤ M, 1 ≤ a[i] - b[i] ≤ 3000",220,3,102,1,1,TRUE,Alex,,,374,,
p00077,p00077_4,"Types: S: List[str]
Ranges: 1 ≤ len(S) ≤ 50, 1 ≤ len(S[i]) ≤ 100, S[i] consists of uppercase and lowercase letters, digits, symbols, and '@'.
Addtl Info: Consecutive characters encoded with '@' are up to 9 characters.",217,3,102,NA,NA,FALSE,Alex,i think gpt maybe hallucinated? Or i missed sth,,77,,
p01237,p01237_4,"Types: N: int, M: int, L: int, grid: List[List[int]]
Ranges: 1 ≤ N ≤ 6, 2 ≤ M ≤ 10^9, 1 ≤ L ≤ 10^9, 0 ≤ grid[i][j] < M
Addtl Info: grid consists of 2N - 1 rows, where the ith row contains N + abs(i - (N - 1)) colonies",217,3,102,1,1,TRUE,Alex,,,1237,,
p02066,p02066_4,"Types: N: int, W: int, p: List[int], u: List[int], v: List[int], c: List[int]
Ranges: 1 ≤ N ≤ 10^2, 1 ≤ W ≤ 10^5, 1 ≤ p[i] ≤ 10^9, 1 ≤ u[i] < v[i] ≤ N, 1 ≤ c[i] ≤ 10^5
Addtl Info: If i ≠ j, then u_i ≠ u_j or v_i ≠ v_j",217,3,102,1,1,TRUE,Alex,,,2066,,
p00812,p00812_4,"Types: List[List[str]]
Ranges: Each expression is a string of at most 80 characters.
Addtl Info: Input ends with a line solely containing a period ('.'). Each block of expressions ends with a line containing a period ('.'). The first expression in each block is the correct answer. Each expression contains only lowercase letters, digits, '+', '-', '^', '(', ')', and spaces.",375,2,102,3,3,TRUE,Alex,,,812,,
p03686,p03686_4,"Types: N: int, M: int, L: List[int], R: List[int]

Ranges: 
- 1 ≤ N ≤ 2 × 10^5
- 1 ≤ M ≤ 2 × 10^5
- 0 ≤ L_i < R_i ≤ M + 1 (1 ≤ i ≤ N)

Addtl Info: 
- All input values are integers.
- The input format is given as:
  ```
  N M
  L_1 R_1
  L_2 R_2
  ...
  L_N R_N
  ```",266,2,105,1,1,TRUE,Alex,,,3686,,
p00025,p00025_4,"Types: a1: int, a2: int, a3: int, a4: int, b1: int, b2: int, b3: int, b4: int

Ranges: 0 ≤ a1, a2, a3, a4 ≤ 9; 0 ≤ b1, b2, b3, b4 ≤ 9

Addtl Info: The four numbers in each of A's and B's sets are all different. The number of datasets is less than or equal to 50.",262,2,102,,,NA,,,,25,,
p02374,p02374_4,"Types: n: int, ki: int, c: List[int], q: int, query: List[Tuple[int, int, int]]

Ranges: 2 ≤ n ≤ 100000, 1 ≤ ki ≤ n-1, 1 ≤ c[j] < c[j+1] ≤ n-1, 2 ≤ q ≤ 200000, 0 ≤ query[i][0] ≤ 1, 1 ≤ query[i][1] ≤ n-1, 1 ≤ query[i][2] ≤ 10000

Addtl Info: None",245,2,104,,,NA,,,,2374,,
p00125,p00125_4,"Types: y1: int, m1: int, d1: int, y2: int, m2: int, d2: int
Ranges: y1, y2 ≥ 0, 1 ≤ m1, m2 ≤ 12, 1 ≤ d1, d2 ≤ 31
Addtl Info: The number of datasets will not exceed 50; an input terminates when any value is negative; y1, m1, d1 ≤ y2, m2, d2",239,2,102,,,NA,,,,125,,
p02436,p02436_4,"Types: n: int, q: int, query_i: Tuple[int, int, Optional[int]]
Ranges: 1 ≤ n ≤ 1,000; 1 ≤ q ≤ 200,000; -1,000,000,000 ≤ x ≤ 1,000,000,000
Addtl Info: query_i[0] in {0, 1, 2}; query_i[0] == 0 implies query_i[2] is present and is an integer",238,2,102,,,NA,,,,2436,,
p01775,p01775_4,"Types: n: int, m: int, k: int, p: int, x_i: int, y_i: int, w_i: int, s_j: int, t_j: int  
Ranges: 3 ≤ n ≤ 1,000, 1 ≤ m ≤ 2,000, 1 ≤ k ≤ 6, 1 ≤ p ≤ n, 1 ≤ x_i ≤ n, 1 ≤ y_i ≤ n, 1 ≤ w_i ≤ 1,000, 1 ≤ s_j ≤ n, 1 ≤ t_j ≤ n  
Addtl Info: None",236,2,102,,,NA,,,,1775,,
p02695,p02695_4,"Types: N: int, M: int, Q: int, a: List[int], b: List[int], c: List[int], d: List[int]
Ranges: 2 ≤ N ≤ 10, 1 ≤ M ≤ 10, 1 ≤ Q ≤ 50, 1 ≤ a_i < b_i ≤ N, 0 ≤ c_i ≤ M - 1, 1 ≤ d_i ≤ 10^5
Addtl Info: (a_i, b_i, c_i) ≠ (a_j, b_j, c_j) for i ≠ j",236,2,104,,,NA,,,,2695,,
p01322,p01322_4,"Types: n: int, m: int, N: List[str], M: List[int], B: List[str]
Ranges: 1 ≤ n ≤ 100, 1 ≤ m ≤ 1000, 1 ≤ Mi ≤ 1000000, Length of Ni = 8, Length of Bi = 8
Addtl Info: Ni consists of digits and '*', Bi consists of digits",216,2,104,,,NA,,,,1322,,
p01655,p01655_4,"Types: l: int, d: int, str_1: str, str_2: str, str_3: str
Ranges: 1 ≤ l ≤ 100,000, 0 ≤ d ≤ 5,000
Addtl Info: Strings consist of only lower and upper case alphabets. Input ends with a line containing two zeros, which should not be processed.",240,2,102,,,NA,,,,1655,,
p02465,p02465_4,"Types: n: int, a: List[int], m: int, b: List[int]
Ranges: 1 ≤ n, m ≤ 200,000, 0 ≤ a[i] < 10^9, 0 ≤ b[i] < 10^9
Addtl Info: Elements in a and b are given in ascending order, no duplicate elements in each set",206,2,102,,,NA,,,,2465,,
p01173,p01173_4,"Types: n: int, vw: int, vc: int, coordinates: List[Tuple[int, int]]
Ranges: 1 ≤ n ≤ 1,000, 1 ≤ vw, vc ≤ 10, -10,000 ≤ xi, yi ≤ 10,000
Addtl Info: xi < xj for all i < j, input terminated by n = 0",194,2,102,,,NA,,,,1173,,
p00318,p00318_4,"Types: N: int, xi: List[int], ri: List[int], Output: float
Ranges: 1 ≤ N ≤ 100000, 0 ≤ xi ≤ 1,000,000, 1 ≤ ri ≤ 1,000,000
Addtl Info: Output error should not exceed plus or minus 0.001 meters",191,2,104,,,NA,,,,318,,
p02060,p02060_4,"Types: N: int, p_A: int, p_B: int, p_C: int, p_D: int, t_A: int, t_B: int, t_C: int, t_D: int  
Ranges: 1 ≤ N ≤ 100, 1 ≤ p_X ≤ 100, 1 ≤ t_X ≤ 100  
Addtl Info: All input values are integers.",190,2,102,,,NA,,,,2060,,
p01157,p01157_4,"Types: M: int, N: int, D: List[int], L: int, P: int, T: int, A: str
Ranges: 1 ≤ M ≤ 100, 1 ≤ N ≤ 100, 0 ≤ D[i] ≤ 10^5, 1 ≤ L ≤ M, 0 ≤ P ≤ M-1, 0 ≤ T ≤ 19999, 1 ≤ len(A) ≤ 9
Addtl Info: None",189,2,102,,,NA,,,,1157,,
p01777,p01777_4,"Types: D: int, X: List[int], Q: int, queries: List[Tuple[int, int, int]]
Ranges: 1 ≤ D ≤ 100,000, -10^8 ≤ X[i] ≤ 10^8, 1 ≤ Q ≤ 100,000, 1 ≤ l_j ≤ r_j ≤ D, 0 ≤ e_j ≤ 10^8
Addtl Info: None",186,2,102,,,NA,,,,1777,,
p01420,p01420_4,"Types: N: int, M: int, L: int, P: List[int], T: List[int], V: List[int]
Ranges: 1 ≤ N ≤ 100, 0 ≤ M ≤ 50, 1 ≤ L ≤ 100,000, 0 ≤ P[i] ≤ 100, 0 ≤ T[i] ≤ 100, 0 ≤ V[i] ≤ 100
Addtl Info: None",185,2,105,,,NA,,,,1420,,
p03840,p03840_4,"Types: a_I: int, a_O: int, a_T: int, a_J: int, a_L: int, a_S: int, a_Z: int
Ranges: 0 ≤ a_I, a_O, a_T, a_J, a_L, a_S, a_Z ≤ 10^9
Addtl Info: a_I + a_O + a_T + a_J + a_L + a_S + a_Z ≥ 1",184,2,103,,,NA,,,,3840,,
p01253,p01253_4,"Types: N: int, T: int, colors: str
Ranges: 1 ≤ N ≤ 2000, 1 ≤ T ≤ 2000, colors[i] in {'R', 'B'}
Addtl Info: Input is terminated by a line with two zeros which should not be processed.",182,2,102,,,NA,,,,1253,,
p01349,p01349_4,"Types: h: int, w: int, n: int, field: List[str]
Ranges: 2 ≤ h, w, n ≤ 30
Addtl Info: field contains h strings of length w consisting of uppercase letters ('A'-'Z') and periods ('.')",181,2,103,,,NA,,,,1349,,
p02904,p02904_4,"Types: N: int, K: int, P: List[int]
Ranges: 2 ≤ N ≤ 200000, 2 ≤ K ≤ N, 0 ≤ P[i] ≤ N-1
Addtl Info: P_0, P_1, ..., P_{N-1} are all different and form a permutation of (0, 1, ..., N-1)",181,2,104,,,NA,,,,2904,,
p01682,p01682_4,"Types: expr: str, number: int
Ranges: number between 0 and 1,000,000,000 inclusive
Addtl Info: The maximum number of datasets is 100; the total size of the input file does not exceed 2,000,000 bytes",198,1,102,,,NA,,,,1682,,
p01890,p01890_4,"Types: N: int, g: List[int], a: List[int], b: List[int], d: List[int]

Ranges: 1 ≤ N ≤ 100,000, 1 ≤ g[i] ≤ 10,000, 1 ≤ a[i], b[i] ≤ N, a[i] ≠ b[i], 1 ≤ d[i] ≤ 10,000

Addtl Info: None",183,1,102,,,NA,,,,1890,,
p00808,p00808_4,"Types: T: int, Start_city: str, Departure_time: str, Arrival_city: str, Arrival_time: str, price: int  
Ranges: 1 ≤ T ≤ 2000, Start_city: str (1-16 alphabetical characters, first in upper case), Departure_time: str (HH:MM, 00:00 to 23:59), Arrival_city: str (1-16 alphabetical characters, first in upper case), Arrival_time: str (HH:MM, 00:00 to 23:59), 1 ≤ price ≤ 10000  
Addtl Info: Number of cities ≤ 100, Arrival time is strictly after departure time",455,0,102,,,NA,,DONT USE,,808,,
p03586,p03586_4,"### Problem Statement: Process the Queries

**Description**

You are given two integers \(A_i\) and \(M_i\). Determine whether there exists a positive integer \(K_i\) not exceeding \(2 \times 10^{18}\) such that \(A_i^{K_i} \equiv K_i \ (\text{mod} \ M_i)\), and find one if it exists.

**Input**

1. An integer \(Q\) (1 ≤ \(Q\) ≤ 100), representing the number of queries.
2. For each query, two integers \(A_i\) and \(M_i\) where:
   - \(A_i\) (0 ≤ \(A_i\) ≤ 10^9)
   - \(M_i\) (1 ≤ \(M_i\) ≤ 10^9)

**Output**

For each query, print -1 if there is no integer \(K_i\) that satisfies the condition. Otherwise, print an integer \(K_i\) not exceeding \(2 \times 10^{18}\) such that \(A_i^{K_i} \equiv K_i \ (\text{mod} \ M_i)\). If there are multiple solutions, any of them will be accepted.

**Examples**

_Input 1_
```
4
2 4
3 8
9 6
10 7
```

_Output 1_
```
4
11
9
2
```

_Input 2_
```
3
177 168
2028 88772
123456789 987654321
```

_Output 2_
```
7953
234831584
471523108231963269
```

**Explanation**

In the first example, the condition is satisfied:
- \(2^4 = 16 \equiv 4 \ (\text{mod} \ 4)\)
- \(3^{11} = 177147 \equiv 11 \ (\text{mod} \ 8)\)
- \(9^9 = 387420489 \equiv 9 \ (\text{mod} \ 6)\)
- \(10^2 = 100 \equiv 2 \ (\text{mod} \ 7)\)

In the second example:
- For the first query, \(A_1 = 177\) and \(M_1 = 168\), \(K_1 = 7953\) satisfies \(177^{7953} \equiv 7953 \ (\text{mod} \ 168)\).
- For the second query, \(A_2 = 2028\) and \(M_2 = 88772\), \(K_2 = 234831584\) satisfies \(2028^{234831584} \equiv 234831584 \ (\text{mod} \ 88772)\).
- For the third query, \(A_3 = 123456789\) and \(M_3 = 987654321\), \(K_3 = 471523108231963269\) satisfies \(123456789^{471523108231963269} \equiv 471523108231963269 \ (\text{mod} \ 987654321)\).

**Note**

This problem tests the ability to work with modular arithmetic and exponentiation under constraints suitable for intermediate-level competitive programmers.

### Type Bounds:
Types: Q: int, A: List[int], M: List[int]
Ranges: 1 ≤ Q ≤ 100, 0 ≤ A_i ≤ 10^9 (1 ≤ i ≤ Q), 1 ≤ M_i ≤ 10^9 (1 ≤ i ≤ Q)
Addtl Info: None",2064,,103,,,NA,,,,3586,,
p01055,p01055_4,"### Problem Statement: Bomb Removal

**Description**

There are \(N\) fuse cords and bombs, each with one bomb, on a grid of height \(H\) and width \(W\). Each fuse cord and bomb are placed on a path consisting of \(L_i\) squares, with the \(j\)-th square of the path \((p_{x_{ij}}, p_{y_{ij}})\). Each bomb is located at the last square \((p_{x_{iL_i}}, p_{y_{iL_i}})\).

**Input**

1. An integer \(H\) (1 ≤ \(H\) ≤ 1000), representing the height of the grid.
2. An integer \(W\) (1 ≤ \(W\) ≤ 1000), representing the width of the grid.
3. An integer \(N\) (1 ≤ \(N\) ≤ 100), representing the number of fuse cords and bombs.
4. For each fuse cord, an integer \(L_i\) (1 ≤ \(L_i\) ≤ 100), representing the length of the fuse cord's path.
5. For each fuse cord, a list of \(L_i\) pairs of integers \((p_{x_{ij}}, p_{y_{ij}})\) (1 ≤ \(p_{x_{ij}} ≤ H\), 1 ≤ \(p_{y_{ij}} ≤ W\)), representing the coordinates of the squares on the path.

**Output**

For each bomb, print the coordinates \((p_{x_{iL_i}}, p_{y_{iL_i}})\) where the bomb is located.

**Examples**

_Input_
```
5
5
3
4
1 1
2 1
3 1
4 1
2
2 2
2 3
1
5 5
```

_Output_
```
4 1
2 3
5 5
```

**Explanation**

In the first example, there is a grid of size 5x5 with 3 fuse cords and bombs. The first fuse cord has a path length of 4 with coordinates (1,1), (2,1), (3,1), and (4,1). The bomb is located at (4,1). Similarly, the second fuse cord has a path length of 2 with coordinates (2,2) and (2,3), placing the bomb at (2,3). The third fuse cord has a path length of 1 with coordinates (5,5), placing the bomb at (5,5).

**Note**

This problem tests the ability to parse and utilize multidimensional coordinate data.

Types: H: int, W: int, N: int, L: List[int], path: List[List[Tuple[int, int]]]
Ranges: 1 ≤ H ≤ 1000, 1 ≤ W ≤ 1000, 1 ≤ N ≤ 100, 1 ≤ L[i] ≤ 100, 1 ≤ p_{x_{ij}} ≤ H, 1 ≤ p_{y_{ij}} ≤ W
Addtl Info: None",1869,,105,,,NA,,,,1055,,
p02434,p02434_4,"### Problem Statement: Vector II

**Description**

For \( n \) dynamic arrays \( A_i \) (\( i = 0, 1, ..., n-1 \)), perform a sequence of the following operations:
- `pushBack(t, x)`: Add element \( x \) at the end of \( A_t \).
- `dump(t)`: Print all elements in \( A_t \).
- `clear(t)`: Clear \( A_t \). If \( A_t \) is empty, do nothing.

\( A_i \) is a 0-origin array and it is empty in the initial state.

**Input**

The input is given in the following format:
```
n q
query_1
query_2
:
query_q
```
Each query \( query_i \) is given by:
- `0 t x`
- `1 t`
- `2 t`

where the first digits 0, 1, and 2 represent pushBack, dump, and clear operations respectively.

**Output**

For each dump operation, print elements of \( A_t \) on a line. Separate adjacent elements by a space character (do not print the space after the last element). Note that, if the array is empty, an empty line should be printed.

**Constraints**

- \( 1 \leq n \leq 1,000 \)
- \( 1 \leq q \leq 500,000 \)
- \( -1,000,000,000 \leq x \leq 1,000,000,000 \)
- The total number of elements printed by dump operations do not exceed 500,000

**Sample Input 1**
```
3 13
0 0 1
0 0 2
0 0 3
0 1 -1
0 2 4
0 2 5
1 0
1 1
1 2
2 1
1 0
1 1
1 2
```

**Sample Output 1**
```
1 2 3
-1
4 5
1 2 3
4 5
```

**Type Bounds**

Types: \( n \): int, \( q \): int, \( t \): int, \( x \): int  
Ranges: \( 1 \leq n \leq 1,000 \), \( 1 \leq q \leq 500,000 \), \( -1,000,000,000 \leq x \leq 1,000,000,000 \), \( 0 \leq t < n \)  
Addtl Info: None",1492,,102,,,NA,,,,2434,,
p02348,p02348_4,"Types: n: int, q: int, queries: List[Tuple[int, int, Optional[int], Optional[int]]]
Ranges: 1 ≤ n ≤ 100000, 1 ≤ q ≤ 100000, 0 ≤ s ≤ t < n, 0 ≤ i < n, 0 ≤ x < 2^31−1
Addtl Info: queries is a list where each element is a tuple representing a query. For an update query, the tuple is (0, s, t, x). For a find query, the tuple is (1, i, None, None).",345,,103,,,NA,,,,2348,,
p01279,p01279_4,"Types: N: int, M: int, troop_positions_and_speeds: List[Tuple[int, int, int]], base_positions: List[Tuple[int, int]]
Ranges: 1 ≤ N ≤ 100, 1 ≤ M ≤ 100, 0 ≤ xi, yi ≤ 10000, 1 ≤ vi ≤ 100, 0 ≤ x'j, y'j ≤ 10000
Addtl Info: The input ends with a line containing two zeros which should not be processed.",296,,102,,,NA,,,,1279,,
p00193,p00193_4,"Types: m: int, n: int, existing_stores: List[Tuple[int, int]], candidate_locations: List[Tuple[int, int]]
Ranges: 1 ≤ m, n ≤ 100, (1 ≤ x, y ≤ m, n) for coordinates in existing_stores and candidate_locations
Addtl Info: End of input is indicated by a line containing a single zero.",280,,102,,,NA,,,,193,,
p00221,p00221_4,"Types: m: int, n: int, statements: List[Union[int, str]]
Ranges: 2 ≤ m ≤ 1000, 1 ≤ n ≤ 10000, statements[i] in {1, ..., 10000, 'Fizz', 'Buzz', 'FizzBuzz'}
Addtl Info: There are no more than 50 datasets in the input. The end of the input is indicated by two zeros.",263,,102,,,NA,,,,221,,
p01957,p01957_4,"Types: S: str, a_i: str, v_i: int  
Ranges: 2 ≤ N ≤ 26, v_i ≤ 26  
Addtl Info: Each a_i is distinct and appears exactly once in S. S satisfies the BNF: `<winner> ::= <person> | ""["" <winner> ""-"" <winner> ""]""`, `<person> ::= ""a"" | ""b"" | ""c"" | ... | ""z""`.",252,,103,,,NA,,,,1957,,
p00574,p00574_4,"Types: L: int, Q: int, S: str, T_d: List[str]
Ranges: 1 ≤ L ≤ 20, 1 ≤ Q ≤ 1,000,000, S is a length 2^L string, S consists of {'0', '1', '2', '3', '4', '5', '6', '7', '8', '9'}, T_d is a length L string, T_d consists of {'0', '1', '?'}
Addtl Info: None",251,,102,,,NA,,,,574,,
p03159,p03159_4,"Types: N: int, A: List[int], U: List[int], V: List[int]
Ranges: 1 ≤ N ≤ 5000, 1 ≤ |A_i| ≤ 10^9 (1 ≤ i ≤ N), 1 ≤ U_i, V_i ≤ N (1 ≤ i ≤ N - 1)
Addtl Info: U_i ≠ V_i (1 ≤ i ≤ N - 1), Any two different devices are connected through some number of cables.",250,,106,,,NA,,,,3159,,
p00441,p00441_4,"Types: n: int, x: int, y: int
Ranges: 1 ≤ n ≤ 3000, 0 ≤ x ≤ 5000, 0 ≤ y ≤ 5000
Addtl Info: There are no more than 10 datasets. 30% of the score is for datasets where 1 ≤ n ≤ 100, and 60% of the score is for datasets where 1 ≤ n ≤ 500.",234,,102,,,NA,,,,441,,
p03078,p03078_4,"Types: X: int, Y: int, Z: int, K: int, A: List[int], B: List[int], C: List[int]
Ranges: 1 ≤ X ≤ 1000, 1 ≤ Y ≤ 1000, 1 ≤ Z ≤ 1000, 1 ≤ K ≤ min(3000, X * Y * Z), 1 ≤ A_i ≤ 10^10, 1 ≤ B_i ≤ 10^10, 1 ≤ C_i ≤ 10^10
Addtl Info: None",226,,104,,,NA,,,,3078,,
p00703,p00703_4,"Types: L: int, H: int, TRY: str, HIT: int, BLOW: int  
Ranges: 4 ≤ L ≤ 10, 1 ≤ H ≤ 100, TRY: string of length L with unique digits from {'0', '1', '2', '3', '4', '5', '6', '7', '8', '9'}, 0 ≤ HIT, BLOW ≤ L  
Addtl Info: None",224,,102,,,NA,,,,703,,
p00218,p00218_4,"Types: n: int, pm: List[int], pe: List[int], pj: List[int]
Ranges: 1 ≤ n ≤ 10000, 0 ≤ pm[i] ≤ 100, 0 ≤ pe[i] ≤ 100, 0 ≤ pj[i] ≤ 100
Addtl Info: No more than 1000 datasets, each dataset ends with a single line containing 0",221,,102,,,NA,,,,218,,
p00644,p00644_4,"Types: n: int, m: int, p: int, edges: List[Tuple[int, int, int]], c: List[int]
Ranges: 3 ≤ n ≤ 100, 0 < weight of the edge < 10000, 0 ≤ c[i] < n
Addtl Info: No parallel edges and no edges with identical endpoints",212,,102,,,NA,,,,644,,
p00782,p00782_4,"Types: n: int, xi: float, yi: float, ri: float  
Ranges: 2 ≤ n ≤ 100, 0.0 ≤ xi ≤ 200.0, 0.0 ≤ yi ≤ 200.0, 0.0 ≤ ri ≤ 200.0  
Addtl Info: The end of the input is indicated by a data set with 0 as the value of n.",210,,102,,,NA,,,,782,,
p03616,p03616_4,"Types: X: int, K: int, r: List[int], Q: int, t: List[int], a: List[int]

Ranges: 1 ≤ X ≤ 10^9, 1 ≤ K ≤ 10^5, 1 ≤ r_i ≤ 10^9, 1 ≤ Q ≤ 10^5, 0 ≤ t_i ≤ 10^9, 0 ≤ a_i ≤ X

Addtl Info: All input values are integers.",210,,104,,,NA,,,,3616,,
p00447,p00447_4,"Types: m: int, constellation: List[Tuple[int, int]], n: int, photo: List[Tuple[int, int]]
Ranges: 1 ≤ m ≤ 200, 1 ≤ n ≤ 1000, 0 ≤ x, y ≤ 1000000
Addtl Info: No more than 5 datasets, m = 0 indicates end of input",209,,102,,,NA,,,,447,,
p02457,p02457_4,"Types: q: int, query_i: Union[Tuple[int, int], Tuple[int, int, int]]
Ranges: 1 ≤ q ≤ 200,000, 0 ≤ x ≤ 1,000,000,000
Addtl Info: The total number of elements printed by dump operations does not exceed 1,000,000",209,,102,,,NA,,,,2457,,
p01082,p01082_4,"Types: n: int, m: int, k: int, xi: List[int], yi: List[int]  
Ranges: 1 ≤ n, m ≤ 5 × 10^4, 1 ≤ k ≤ min(10^5, n × m), 0 ≤ xi ≤ n−1, 0 ≤ yi ≤ m−1  
Addtl Info: The given coordinates (xi, yi) are all different.",207,,104,,,NA,,,,1082,,
p03008,p03008_4,"Types: N: int, g_A: int, s_A: int, b_A: int, g_B: int, s_B: int, b_B: int
Ranges: 1 ≤ N ≤ 5000, 1 ≤ g_A ≤ 5000, 1 ≤ s_A ≤ 5000, 1 ≤ b_A ≤ 5000, 1 ≤ g_B ≤ 5000, 1 ≤ s_B ≤ 5000, 1 ≤ b_B ≤ 5000
Addtl Info: None",207,,102,,,NA,,,,3008,,
p00311,p00311_4,"Types: h1: int, h2: int, k1: int, k2: int, a: int, b: int, c: int, d: int
Ranges: 0 ≤ h1 ≤ 100, 0 ≤ h2 ≤ 100, 0 ≤ k1 ≤ 100, 0 ≤ k2 ≤ 100, 1 ≤ a ≤ 100, 1 ≤ b ≤ 100, 0 ≤ c ≤ 100, 0 ≤ d ≤ 100
Addtl Info: None",205,,104,,,NA,,,,311,,
p00321,p00321_4,"Types: N: int, F: int, info: List[Tuple[int, List[str]]]

Ranges: 1 ≤ N ≤ 100, 1 ≤ F ≤ 100, 1 ≤ M ≤ 10, item: str of length 1 to 30 lowercase English letters

Addtl Info: No two items in infoi are the same",205,,103,,,NA,,,,321,,
p00981,p00981_4,"Types: n: int, m: int, x: int, y: int, c: List[int], l: List[int], r: List[int]
Ranges: 1 ≤ n ≤ 10^9, 1 ≤ m ≤ 2 × 10^5, 1 ≤ x ≤ 10^5, 1 ≤ y ≤ 10^5, 1 ≤ l_i ≤ r_i ≤ n, c_i ∈ {1, 2, 3}
Addtl Info: None",199,,102,,,NA,,,,981,,
p01677,p01677_4,"Types: N: int, a: List[Union[int, str]]
Ranges: 2 ≤ N ≤ 1,000; -10^9 ≤ a[i] ≤ 10^9 or a[i] = 'x'
Addtl Info: The number of datasets does not exceed 100. The end of input is indicated by a single 0.",197,,102,,,NA,,,,1677,,
p02422,p02422_4,"Types: str: str, q: int, command: List[Tuple[str, int, int, Optional[str]]]
Ranges: 1 ≤ len(str) ≤ 1000, 1 ≤ q ≤ 100, 0 ≤ a ≤ b < len(str)
Addtl Info: for replace command, b - a + 1 = len(p)",190,,103,,,NA,,,,2422,,
p01559,p01559_4,"Types: N: int, M: int, obstacles: List[Tuple[int, int]]
Ranges: 2 ≤ N ≤ 10^6, 0 ≤ M ≤ 50, 1 ≤ Xi, Yi ≤ N
Addtl Info: i ≠ j implies (Xi, Yi) ≠ (Xj, Yj), (Xi, Yi) ≠ (1, 1), (Xi, Yi) ≠ (N, N)",188,,106,,,NA,,,,1559,,
p02121,p02121_4,"Types: n: int, m: int, a: List[Tuple[int, int]], b: List[Tuple[int, int]], x: List[Tuple[int, int]]
Ranges: 2 ≤ n ≤ 200, 1 ≤ m ≤ 15, 0 ≤ ai, bi, ci, di, xi, yi ≤ 1000
Addtl Info: None",183,,103,,,NA,,,,2121,,
p01075,p01075_4,"Types: N: int, M: int, a: List[int], b: List[int], c: List[int]  
Ranges: 2 ≤ N ≤ 10^5, 1 ≤ M ≤ 2 × 10^5, 1 ≤ a[i] < N, 1 ≤ b[i] ≤ N, 1 ≤ c[i] ≤ 10^9, a[i] ≠ b[i]  
Addtl Info: None",181,,106,,,NA,,,,1075,,
p01103,p01103_4,"Types: d: int, w: int, e: int
Ranges: 3 ≤ d ≤ 10, 3 ≤ w ≤ 10, 0 ≤ e ≤ 9
Addtl Info: At most 100 datasets, end of input indicated by a line containing two zeros separated by a space",180,,102,,,NA,,,,1103,,
